0.82,0.45,4.6344
0.33,0.31,6.5716
0.07,0.35,3.8018
0.46,0.7,7.2606
0.05,0.07,4.044
0.9,0.81,3.6413
0.19,0.37,4.8955
0.57,0.35,7.5067
1,0.79,3.2518
0.11,0.32,4.2894
0.77,0.34,5.4903
0.29,0.9,5.527
0.33,0.11,6.8542
0.88,0.72,3.8452
0.14,0.2,4.4918
0.05,0.64,3.5793
0.17,0.14,4.921
0.73,0.63,5.6533
0.14,0.75,3.8419
1,0.2,3.8158
0.54,0.21,7.7674
0.08,0.75,3.4608
0.57,0.32,7.4173
0.46,0.05,7.8646
0.01,0.42,3.468
0.29,0.03,6.4628
0.77,0.58,5.1223
0.09,0.6,3.8326
0.89,0.67,3.7731
0.07,0.61,3.658
0.8,0.62,4.7955
1,0.91,3.1354
0.69,0.63,6.145
0.94,0.31,3.6603
0.28,0.95,5.3523
0.67,0.74,6.1885
0.33,0.39,6.585
0.7,0.58,5.9969
0.77,0.44,5.2554
0.19,0.78,4.4264
0.19,0.94,4.392
0.57,0.86,7.0234
0.61,0.76,6.6314
0.29,0.08,6.484
0.37,0.51,6.8071
0.11,0.07,4.3528
0.97,0.35,3.6904
0.17,0.38,4.6869
0.22,0.35,5.3095
0.77,0.57,5.1247
0.67,0.65,6.2699
0.16,0.65,4.3099
0.24,0.7,5.2101
0.56,0.81,6.9957
0.38,0.13,7.3743
0.46,0.82,7.0732
0.05,1,3.0641
0.43,0.76,7.1211
0.24,0.76,5.1226
0.14,0.35,4.4219
0.26,0.84,5.2096
0.53,0.4,7.6086
0.6,0.04,7.5632
0.31,0.33,6.4098
0.57,1,6.7647
0.88,0.13,4.4345
0.95,0.53,3.5474
0.39,0.79,6.8011
1,0.32,3.7237
0.25,0.22,5.7508
0.43,0.04,7.7207
0.85,0.03,4.6779
0.36,0.11,7.1213
0.45,0.37,7.4748
0.37,0.45,6.8643
0.46,0.74,7.1475
0.73,0.92,5.3736
0.18,0.87,4.2712
0.8,0.09,5.3004
0.63,0.48,6.8254
0.67,0.08,6.848
0.86,0.32,4.487
0.9,0.37,3.9405
0.68,0.87,5.957
0.49,0.22,7.7492
0.37,0.55,6.7432
0.4,0.84,6.8325
0.63,0.82,6.5534
0.22,0.91,4.7937
0.31,0.22,6.5435
0.92,0.55,3.7542
0.48,0.25,7.7099
0.75,0.55,5.3742
0.21,0.46,5.0402
0.07,0.89,3.2992
0.37,0.6,6.7373
0.42,0.87,6.8649
0.04,0.91,3.1229
0.64,0.52,6.7235
0.37,0.72,6.6223
0.57,0.96,6.8756
0.5,0.1,7.9356
0.89,0.92,3.4592
0.87,0.84,3.8162
0.39,0.61,6.9298
0.85,0.94,3.7692
0.03,0.91,3.1723
0.23,0.88,4.9283
0.11,0.14,4.3522
0.24,0.38,5.5244
0.92,0.31,4.0202
0.77,0.01,5.7135
0.71,0.07,6.442
0.17,0.88,4.1261
0.3,0.25,6.4131
0.08,0.76,3.5602
0.89,0.18,4.3655
0.77,0.79,4.9369
0.17,0.06,4.9765
0.06,0.97,3.1147
0.65,0.02,7.1758
0.32,0.5,6.3374
0.64,0.46,6.8315
0.98,0.16,3.7898
0.83,0.36,4.6009
0.57,0.93,6.8549
0.33,0.09,6.8326
0.62,0.2,7.2031
0.01,0.13,3.9149
0.16,0.61,4.4365
0.83,0.23,4.8166
0.07,0.36,3.804
0.07,0.23,3.9444
0.37,0.77,6.5553
0.35,0.5,6.6728
0.38,0.22,7.3416
0.66,0.43,6.6441
0.01,0.54,3.4539
0.29,0.72,5.8887
0.78,0.69,4.8987
0.37,0.74,6.5897
0.11,0.65,3.8498
0.98,0.32,3.6614
0.97,0.47,3.5826
0.16,0.57,4.3751
0.45,0.38,7.4975
0.37,0.57,6.7334
0.7,0.31,6.2435
0.04,0.11,3.9668
0.39,0.08,7.4294
0.51,0.64,7.2528
0.73,0.46,5.8326
0.84,0.57,4.3542
0.4,0.76,6.8498
0.08,0.55,3.6603
0.66,0.89,6.1564
0.21,0.84,4.6264
0.2,0.07,5.3096
0.14,0.09,4.6243
0.38,0.62,6.8885
0.34,0.03,7.0129
0.1,0.38,4.0731
0.31,0.25,6.5048
0.92,0.89,3.3522
0.55,0.45,7.4342
0.61,0.32,7.2224
0.37,0.65,6.7447
0.78,0.15,5.4471
0.78,0.04,5.6149
0.67,0.69,6.3846
0.72,0.63,5.8409
0.98,0.65,3.3797
0.97,0.11,3.8047
0.89,0.56,3.8981
0.35,0.68,6.4391
0.37,0.44,6.9558
0.89,0.43,4.0137
0.97,0.83,3.2815
0.95,0.73,3.3284
0.42,0.6,7.2218
0.72,0.29,6.0097
0.07,0.83,3.3356
0.43,0.81,6.937
0.29,0.63,5.8081
0.68,0.12,6.7474
0.47,0.97,7.011
0.52,0.52,7.488
0.23,0.5,5.2551
0.15,0.9,3.9568
0.09,0.12,4.1334
0.63,0.54,6.7758
0.99,0.96,3.0684
0.86,0.75,3.9997
0.37,0.49,6.8654
0.49,0.68,7.2958
0.86,0.08,4.6926
0.55,0.29,7.6103
0.88,0.18,4.462
0.63,0.39,7.0339
0.13,0.26,4.3928
0.7,0.35,6.2552
0.5,0.73,7.3471
0.13,0.88,3.6745
0.31,0.92,5.7737
0.84,0.8,4.2306
1,0.22,3.8049
0.46,0.04,7.8861
0.68,0.18,6.6333
0.16,0.88,3.9573
0.05,0.04,4.0958
0.58,0.44,7.3521
0.65,0.87,6.4168
0.66,0.46,6.5997
0.19,0.3,4.8716
0.58,0.37,7.2721
0.73,0.88,5.2831
0.19,0.75,4.5747
0.6,0.57,7.0261
0.76,0.67,5.2108
0.55,0.01,7.9388
1,0.88,3.1333
0.75,0.96,5.0772
0.68,0.54,6.3318
0.23,0.03,5.7294
0.53,0.51,7.4449
0.24,0.12,5.7405
0.14,0.48,4.2729
0.71,0.45,6.0714
0.12,0.5,4.1014
0.8,0.72,4.5857
0.13,0.3,4.3556
0.31,0.1,6.7332
0.15,0.5,4.3546
0.04,0.06,3.9853
0.09,0.59,3.6065
1,0.31,3.6391
0.65,0.78,6.3943
0.38,0.05,7.4047
0.37,0.91,6.4367
0.07,0.1,4.0585
0.88,0.23,4.3206
0.93,0.49,3.7048
0.46,0.26,7.7905
0.31,0.65,6.0606
0.76,0.57,5.2565
0.52,0.29,7.7567
0.07,0.55,3.6712
0.85,0.85,3.9074
0.75,0.11,5.9065
0.62,0.23,7.183
0.79,0.03,5.4703
0.01,0.85,3.1795
0.76,0.18,5.6764
1,0.17,3.9233
0.59,0.12,7.5905
0.46,0.51,7.4402
0.72,0.88,5.3976
0.03,0.01,4.0258
0.92,0.68,3.5781
0.26,0.39,5.6993
0.51,0.28,7.7341
0.57,0.72,7.1115
0.22,0.69,4.8747
0.98,0.88,3.0936
0.89,0.52,3.9413
0,0.7,3.2823
0.41,0.65,6.9612
0.6,0.48,7.0966
0.55,0.9,6.94
0.44,0.21,7.6198
0.96,0.32,3.7718
0.33,0.45,6.6124
0.26,0.68,5.3214
0.77,0.48,5.2788
0.38,0.86,6.5704
0.45,0.48,7.4208
0.18,0.97,4.1128
0.44,0.58,7.2306
0.87,0.92,3.7155
0.6,0.79,6.7396
0.66,0.51,6.4966
0.78,0.3,5.3846
0.15,0.31,4.4699
0.72,0.57,5.7318
0.76,0.84,4.9678
0.9,0.72,3.7342
0.19,0.09,5.1588
0.03,0.42,3.5612
0.84,0.31,4.5265
0.77,0.98,4.7421
0.18,0.01,5.0748
0.15,0.39,4.3455
0.28,0.76,5.6444
0.61,0.21,7.1777
0.96,0.58,3.4377
0.38,0.2,7.1914
0.11,0.6,3.8815
0.74,0.01,5.9863
0.97,0.27,3.7494
0.57,0.76,6.9497
0.34,0.91,6.2209
0.57,0.46,7.2439
0.37,0.4,7.0401
0.81,0.35,4.8843
0.72,0.74,5.7095
0.61,0.46,6.9804
0.18,0.82,4.2882
0.75,0.53,5.5558
0.61,0.45,7.0678
0.38,0.75,6.7877
0.85,0.59,4.2038
0.42,0.95,6.8428
0.01,0.77,3.2253
0.17,0.95,4.1245
0.71,0.12,6.4038
0.38,0.25,7.1605
0.54,0.89,7.1068
0.78,0.95,4.6151
0.52,0.18,7.8652
0.1,0.46,3.8869
0.41,0.91,6.8666
0.47,0.49,7.5577
0.8,0.85,4.4842
0.71,0.16,6.3203
0.02,0.87,3.2129
0.13,0.68,3.888
0.14,0.02,4.7191
0.92,1,3.216
0.85,0.49,4.3873
0.32,0.25,6.6252
0.38,0.37,7.1013
0.41,0.79,6.9179
0.47,0.12,7.7979
0.42,0.73,6.9867
0.41,0.29,7.3668
0.45,0.7,7.1956
0.8,0.96,4.3917
0.96,0.51,3.592
0.93,0.44,3.7805
0,0.9,3.1573
0.53,0.99,6.9393
0.94,1,3.1773
0.31,0.45,6.3393
0.85,0.51,4.2954
0.46,0.44,7.4395
0.59,0.87,6.8076
0.79,0.67,4.8762
0.5,0.09,7.9407
0.5,0.7,7.3852
0.04,0.98,2.9411
0.28,0.62,5.8022
0.12,0.73,3.8265
0.22,0.3,5.3607
0.6,0.24,7.3592
0.2,0.1,5.2372
0,0.74,3.2113
0.72,0.1,6.2681
0.03,0.03,4.0382
0.66,0.48,6.4754
0.34,0.94,6.1233
0.31,0.91,5.8088
0.06,0.25,3.9229
0.46,0.11,7.8217
0.82,0.28,4.9145
0.04,0.77,3.2341
0.27,0.68,5.4792
0.92,0.16,4.0481
0.86,0.02,4.6574
0.94,0.62,3.5372
0.54,0.71,7.1775
0.3,0.89,5.8565
0.89,0.14,4.3458
0.86,0.96,3.7724
0.68,0.46,6.3523
0.56,0.28,7.6396
0.92,0.4,3.7705
0.11,0.2,4.1664
0.84,0.23,4.7351
0.09,0.78,3.4884
0.05,0.17,3.8663
0.73,0.08,6.1882
0.65,0.23,6.9736
0.25,0.77,5.1396
0.55,0.56,7.3204
0.11,0.92,3.4686
0.16,0.76,4.1431
0.49,0.63,7.3372
0.98,0.54,3.5124
0.17,0.58,4.4697
0.96,0.2,3.8357
0.01,0.48,3.4362
0.93,0.08,4.0218
0.65,0.65,6.5673
0.42,0.38,7.3789
0.3,0.92,5.7705
0.98,0.07,3.9505
0.89,0.3,4.16
0.17,0.01,4.9769
0.16,0.18,4.681
0.24,0.77,5.0729
0.07,0.08,4.0932
0.3,0.45,6.1666
0.61,0.29,7.2308
1,0.02,4.0565
0.03,0.57,3.507
0.26,0.17,5.9657
0.98,0.49,3.5124
0.02,0.81,3.258
0.01,0.95,3.0751
0.65,0.8,6.3276
0.21,0.39,5.1375
0.64,0.94,6.3558
0.43,0.72,7.1065
0.18,0.62,4.4498
0.8,0.17,5.2498
0.27,0.96,5.2379
0.27,0.16,5.9966
0.01,0.84,3.1383
0.67,0.15,6.8097
0.65,0.9,6.3684
0.99,0.53,3.4834
0.34,0.68,6.4489
0.87,0.69,3.9468
0.62,0.87,6.4617
0.55,0.75,7.0769
0.27,0.43,5.8594
0.25,0.41,5.5218
0.76,0.85,5.0321
0.82,1,4.0953
0.64,0.84,6.3754
0.79,0.8,4.7252
0.98,0.63,3.3355
0.16,0.6,4.2556
0,0.64,3.2907
0.34,0.49,6.6511
0.25,0.2,5.673
0.27,0.07,6.152
0.4,0.44,7.1998
0.33,0.66,6.3354
0.22,0.56,5.0429
0.85,0.41,4.4075
0.25,0.4,5.6456
0.74,0.28,5.7826
0.31,0.29,6.4059
0.38,0.96,6.4065
0.24,0.72,5.1702
0.38,0.23,7.1663
0.21,0.05,5.4357
0.76,0.89,4.9699
0.9,0.27,4.0237
0.56,0.93,6.8348
0.68,0.85,6.0087
0.22,0.02,5.5955
0.3,0.91,5.6913
0.74,0.74,5.4613
0.74,0.56,5.5533
0.35,0.15,7.0623
0.09,0.47,3.8269
0.84,0.91,4.0721
0.7,0.19,6.3839
0.14,0.63,4.1418
1,0.78,3.2541
0.62,0.85,6.5665
0.18,0.02,5.1382
0.24,0.67,5.2126
0.99,0.36,3.6311
0.29,0.53,6.0273
0.02,1,2.992
0.9,0.24,4.1348
0.73,0.9,5.3481
0.12,0.97,3.5747
0.6,0.52,7.1016
0.68,0.94,5.958
0.41,0.3,7.5278
0.03,0.55,3.4772
0.47,0.7,7.2304
0.43,0.6,7.2856
0.16,0.36,4.5004
0.96,0.09,4.0307
0.78,0.5,5.1286
0.34,0.31,6.8185
0.73,0.22,6.0489
0.8,0.1,5.3135
0.78,0.63,4.9863
0.34,0.38,6.7014
0.34,0.6,6.5039
0.95,0.75,3.3835
0.62,0.39,7.0338
0.07,0.12,4.0372
0.08,0.18,4.0612
0.6,0.66,6.9308
0.17,0.98,4.045
0.06,0.83,3.3028
0.64,0.04,7.182
0.19,0.02,5.1938
0.02,0.43,3.6348
0.76,0.52,5.3671
0.79,0.65,4.7976
0.66,0.22,6.8465
0.71,0.93,5.6269
0.58,0.08,7.6805
0.43,0.98,6.7936
0.15,0.52,4.3265
0.03,0.72,3.3454
0.06,0.5,3.6637
0.59,0.52,7.0801
0.96,0.61,3.4315
0.3,0.48,6.1525
0.62,0.67,6.7317
0.07,0.01,4.1767
0.72,0.89,5.49
0.15,0.29,4.5103
0.54,0.08,7.8569
0.04,0.45,3.6784
0.52,0.89,7.0954
0.33,0.85,6.1756
0.32,0.12,6.689
0.75,0.86,5.1114
0.38,0.12,7.3366
0.53,0.92,6.977
0.69,0.4,6.2853
0.07,0.14,4.0549
0.7,0.51,6.0152
0.76,0.77,5.1041
0.28,0.75,5.6794
0.84,0.4,4.4698
0.54,0.06,7.9109
0.21,0.67,4.8303
0.55,0.05,7.7461
0.15,0.71,4.1107
0.26,0.26,5.9133
0.76,0.29,5.7046
0.09,0.33,3.9059
0.32,0.09,6.7087
0.35,0.03,7.1654
0.52,0.03,8.0063
0.39,0.94,6.5977
0,0.46,3.588
0.08,0.08,4.1239
0.06,0.99,3.1327
0.02,0.33,3.6468
0.54,0.46,7.4292
0.98,0.15,3.8469
0.25,0.19,5.7515
0.16,0.54,4.3249
0.6,0.19,7.3985
0.99,0.61,3.4422
0.71,0.21,6.1721
0.81,0.64,4.5849
0.37,0.78,6.4205
0.82,0.09,5.0678
0.7,0.91,5.6675
0.49,0.88,7.164
0.45,0.82,7.0288
0.54,0.91,7.0366
0.37,0.13,7.2767
0.96,0.66,3.3971
0.52,0.09,7.8875
0.83,0.69,4.3463
0.94,0.28,3.8334
0.32,0.31,6.6024
0.56,0.52,7.3396
0.14,0.27,4.4363
0,0.97,3.0208
0.11,0.57,3.8407
0.87,0.95,3.6709
0.1,0.63,3.6871
0.97,0.14,3.8538
0.95,0.61,3.5192
0.2,1,4.3235
0.52,0.45,7.4933
0.59,0.77,6.9084
0.27,0.65,5.672
0.94,0.36,3.7113
0.09,0.66,3.6811
0.99,0.69,3.3003
0.55,0.17,7.7302
0.33,0.22,6.7066
0.44,0.77,7.0021
0.71,0.19,6.2887
0.89,0.96,3.4242
0.25,0.39,5.586
0.42,0.81,6.9565
0.13,0.94,3.5808
0.43,0.35,7.4101
0,0.95,3.0267
0.07,0.28,3.9484
0.8,0.82,4.5945
0.4,0.06,7.5543
0.05,0.93,3.2093
0.55,0.04,7.891
0.01,0.24,3.7387
0.77,0.18,5.5706
0.97,0.93,3.1254
0.99,0.04,4.05
0.12,0.89,3.6652
0.51,0.92,7.0377
0.14,0.56,4.1412
0.08,0.25,4.0149
0.84,0.21,4.7045
0.25,0.73,5.2459
0.77,0.39,5.337
0.34,0.52,6.5122
0.87,0.36,4.2819
0.08,0.35,3.8613
0.91,0.6,3.6795
0.84,0.75,4.2562
0.18,0.59,4.4844
0.09,0.54,3.7681
0.3,0.55,5.9856
0.2,0.37,5.001
0.59,0.82,6.8345
0.36,0.29,6.9446
0.55,0.64,7.3364
0.89,0.33,4.174
0.68,0.66,6.3371
0.31,0.05,6.6382
0.83,0.31,4.7254
0.44,0.74,7.1199
0.11,0.3,4.2227
0.02,0.01,3.9028
0.7,0.7,6.0722
0.27,0.95,5.2342
0.96,0.36,3.6926
0.33,0.64,6.3085
0.28,0.9,5.5217
0.6,0.78,6.9561
0.56,0.13,7.771
0.28,0.98,5.4106
0.7,0.96,5.6895
0.03,0.79,3.1331
0.15,0.26,4.5924
0.6,0.38,7.2723
0.39,0.25,7.349
0.69,0.32,6.2983
0.98,0.28,3.7053
0.18,0.24,4.8712
0.41,0.18,7.551
0.94,0.14,4.0365
0.26,0.08,6.0413
0.56,0.62,7.1968
0.09,0.43,3.8289
0.34,0.97,6.0719
0.27,0.81,5.4308
0.65,0.31,6.8732
0.73,0.62,5.6838
0.16,0.21,4.7079
0.23,0.79,4.9891
0.43,0.26,7.5614
0.06,0.32,3.8204
0.89,0.4,3.9939
0.83,0.47,4.5849
0.3,0.79,5.793
0.15,0.19,4.6471
0.73,0.37,5.8846
0.58,0.58,7.2341
0.28,0.47,5.8436
0.14,0.73,4.0121
0.79,0.09,5.3479
0.64,0.68,6.5971
0.06,0.6,3.4659
0.21,0.09,5.3353
0.58,0.8,7.0205
0.16,0.58,4.3204
0.72,0.76,5.5643
0.14,0.14,4.519
0.74,0.34,5.7146
0.19,0.84,4.4796
0.07,0.33,3.8978
0.05,0.14,4.0599
0.9,0.68,3.7328
0.8,0.33,5.1288
0.11,0.63,3.742
0.07,0.97,3.2582
0.53,0.84,7.0607
0.94,0.74,3.3653
0.26,0,6.1494
0.65,0.98,6.1531
0.6,0.15,7.4055
0.38,0.91,6.5709
0.81,0.76,4.5853
0.9,0.12,4.3084
0.61,0.7,6.808
0.54,0.45,7.506
0.88,0.97,3.5308
0.98,0.2,3.9393
0.54,0.99,6.9929
0.74,0.33,5.8413
0.18,0.86,4.2698
0.72,0.95,5.3218
0.19,0.13,5.0835
0.48,0.52,7.3894
0.77,0.21,5.5226
0.71,0.14,6.2796
0.41,0.81,6.899
0.48,0.34,7.6955
0.75,0.4,5.5444
0.96,0.08,3.9816
0.83,0.76,4.2997
0.65,0.33,6.9716
0.51,0.94,7.0398
0.23,0.19,5.5427
1,0.21,3.7048
0.58,0.15,7.6436
0.91,0.38,3.9852
0.77,0.82,4.9093
0.22,0.74,4.8402
0.22,0.68,5.0502
0.6,0.65,6.9229
0.33,0.32,6.5688
0.11,0.87,3.5371
0.86,0.23,4.3831
0.93,0.65,3.6016
0.06,0.06,4.0204
0.1,0.45,4.0194
0.06,0.68,3.4515
0.54,0.78,7.0622
0.44,0.83,7.0229
0.3,0.81,5.8177
0.57,0.06,7.739
0.6,0.22,7.3849
0.24,0.28,5.5156
0.39,0.48,6.9925
0.76,0.45,5.3964
0.76,0.94,4.9611
0.19,0.18,5.0207
0.19,0.29,5.013
0.76,0.68,5.2346
0.11,0.45,4.0347
0.15,0.77,4.0656
0.24,0.29,5.5897
0.67,0.54,6.3737
0.44,0.99,6.8195
0.01,0.45,3.5937
0.19,1,4.1979
0.37,0.85,6.5903
0.3,0.78,5.7667
0.03,0.21,3.8152
0.94,0.52,3.6088
0.03,0.37,3.6927
0.73,0.6,5.6503
0.08,0.21,4.1074
0.36,0.24,7.0697
0.18,0.66,4.5271
0.8,0.49,4.8505
0.28,0.46,5.9756
0.6,0.44,7.3221
0.48,0.24,7.8252
0.02,0.96,3.0677
0.95,0.19,3.8539
0.89,0.24,4.0685
0.68,0.01,6.896
0.64,0.63,6.6977
0.43,0.79,7.0522
0.72,0.38,5.9415
0.69,0.99,5.7389
0.59,0.32,7.3605
0.84,0.48,4.3493
0.09,0.75,3.5065
0.43,0.41,7.3609
0.81,0.62,4.6627
0.67,0.42,6.5023
0.49,0.93,6.9933
0.12,0.58,3.8569
0.76,0.78,5.1408
0.79,0.26,5.1892
0.49,0.4,7.6475
0.38,0.83,6.5781
0.16,0.62,4.3284
0.1,0.29,4.1397
0.5,0.62,7.3365
0.92,0.77,3.5994
0.36,0.19,7.0727
0.22,0.04,5.5551
0.99,0.17,3.8927
0.72,0.24,6.1358
0.76,0.73,5.0841
0.98,0.8,3.1763
0.2,0.95,4.46
0.01,0.36,3.6488
0.39,0.71,6.7565
0.87,0.08,4.6282
0.22,0.08,5.5664
0.23,0.86,5.0174
0.68,0.59,6.208
0,0.54,3.4523
1,0.8,3.2208
0.83,0.03,5.0554
0.62,0.59,6.9843
0.52,0.35,7.6601
0.52,0,8.0236
0.2,0.08,5.2912
0.54,0.96,6.9457
0.36,0.75,6.583
0,0.69,3.3186
0.55,0.89,7.0062
0.55,0.86,7.0126
0.65,0.19,6.9798
0.03,0.39,3.6118
0.17,0.7,4.3335
0.12,0.93,3.6184
0.68,0.1,6.6697
0.58,0.45,7.2816
0.26,0.44,5.6475
0.77,0.84,4.8234
0.51,0.84,7.0868
0.23,0.56,5.2528
0.73,0.24,6.0397
0.99,0,3.9721
0.74,0.77,5.3203
0.87,0.49,4.1694
0.96,0.52,3.5941
0.51,0,8.0587
0.29,0.78,5.7697
0.76,0.86,5.0554
0.18,0.07,5.0694
0.45,0.4,7.6039
0.7,0.73,5.9494
0.84,0.68,4.303
0.33,0.93,6.1072
0.27,0.36,6.0232
0.48,0.07,7.8875
0.63,0.7,6.6124
0.14,0.15,4.5418
0.04,0.04,4.0933
0.27,0.89,5.3364
0.86,0.67,4.0398
0.25,0.63,5.3923
0.73,0.59,5.7068
0.44,0.79,7.1185
0.85,0.78,4.0857
0.45,0.27,7.7277
0.15,0.63,4.1984
0.83,0.78,4.2512
0.37,0.97,6.4081
0.14,0.45,4.3453
0.73,0.57,5.6836
0.42,0.08,7.5928
0.6,0.06,7.5641
0.68,0.06,6.8474
0.32,0.9,5.8642
0.36,0.05,7.2113
0.42,0.54,7.2995
0.89,0.46,4.0455
0.29,0.65,5.9505
0,0.06,3.9919
0.02,0.37,3.5999
